lambda,alpha,excluded,source
0.0398464585142284,4.328761281083061e-06,1,envelope
0.0405317236988891,4.328761281083061e-06,1,envelope
0.0412287738298365,4.328761281083061e-06,1,envelope
0.0419378115803746,4.328761281083061e-06,1,envelope
0.0426590431093102,4.328761281083061e-06,1,envelope
0.0433926781208963,4.328761281083061e-06,1,envelope
0.0441389299258043,4.328761281083061e-06,1,envelope
0.044898015503147,5.336699231206313e-06,1,envelope
0.045670155563566,5.336699231206313e-06,1,envelope
0.0464555746134063,5.336699231206313e-06,1,envelope
0.0472545010199929,5.336699231206313e-06,1,envelope
0.0480671670780304,5.336699231206313e-06,1,envelope
0.0488938090771451,5.336699231206313e-06,1,envelope
0.0497346673705879,5.336699231206313e-06,1,envelope
0.0505899864451192,6.579332246575683e-06,1,envelope
0.0514600149920958,6.579332246575683e-06,1,envelope
0.0523450059797794,6.579332246575683e-06,1,envelope
0.0532452167268898,6.579332246575683e-06,1,envelope
0.0541609089774224,6.579332246575683e-06,1,envelope
0.0550923489767526,6.579332246575683e-06,1,envelope
0.0560398075490487,6.579332246575683e-06,1,envelope
0.0570035601760163,6.579332246575683e-06,1,envelope
0.0579838870769977,6.579332246575683e-06,1,envelope
0.0589810732904468,8.111308307896873e-06,1,envelope
0.0599954087568077,8.111308307896873e-06,1,envelope
0.0610271884028168,8.111308307896873e-06,1,envelope
0.0620767122272552,8.111308307896873e-06,1,envelope
0.0631442853881761,8.111308307896873e-06,1,envelope
0.064230218291632,8.111308307896873e-06,1,envelope
0.0653348266819283,8.111308307896873e-06,1,envelope
0.0664584317334282,8.111308307896873e-06,1,envelope
0.0676013601439368,1e-05,1,envelope
0.068763944229692,1e-05,1,envelope
0.0699465220219876,1e-05,1,envelope
0.0711494373654591,1e-05,1,envelope
0.0723730400180597,1e-05,1,envelope
0.0736176857527545,1e-05,1,envelope
0.0748837364609659,1e-05,1,envelope
0.0761715602577954,1e-05,1,envelope
0.077481531589057,1.2328467394420658e-05,1,envelope
0.0788140313401506,1.2328467394420658e-05,1,envelope
0.0801694469468067,1.2328467394420658e-05,1,envelope
0.0815481725077378,1.2328467394420658e-05,1,envelope
0.0829506088992254,1.2328467394420658e-05,1,envelope
0.0843771638916783,1.2328467394420658e-05,1,envelope
0.0858282522681956,1.2328467394420658e-05,1,envelope
0.0873042959451679,1.2328467394420658e-05,1,envelope
0.0888057240949538,1.5199110829529332e-05,1,envelope
0.0903329732706646,1.5199110829529332e-05,1,envelope
0.0918864875330968,1.5199110829529332e-05,1,envelope
0.0934667185798461,1.5199110829529332e-05,1,envelope
0.0950741258766419,1.5199110829529332e-05,1,envelope
0.0967091767909421,1.5199110829529332e-05,1,envelope
0.0983723467278226,1.5199110829529332e-05,1,envelope
0.1000641192682071,1.5199110829529332e-05,1,envelope
0.1017849863094714,1.8738174228603867e-05,1,envelope
0.1035354482084663,1.8738174228603867e-05,1,envelope
0.1053160139270024,1.8738174228603867e-05,1,envelope
0.1071272011798329,1.8738174228603867e-05,1,envelope
0.1089695365851854,1.8738174228603867e-05,1,envelope
0.1108435558178803,1.8738174228603867e-05,1,envelope
0.1127498037650813,1.8738174228603867e-05,1,envelope
0.1146888346847288,1.8738174228603867e-05,1,envelope
0.1166612123666921,1.8738174228603867e-05,1,envelope
0.1186675102966991,2.3101297000831627e-05,1,envelope
0.1207083118230794,2.3101297000831627e-05,1,envelope
0.12278421032638,2.3101297000831627e-05,1,envelope
0.124895809391895,2.3101297000831627e-05,1,envelope
0.1270437229851624,2.3101297000831627e-05,1,envelope
0.1292285756304815,2.3101297000831627e-05,1,envelope
0.131451002592497,2.3101297000831627e-05,1,envelope
0.133711650060909,2.3101297000831627e-05,1,envelope
0.1360111753383576,2.8480358684358048e-05,1,envelope
0.1383502470315388,2.8480358684358048e-05,1,envelope
0.1407295452456089,2.8480358684358048e-05,1,envelope
0.1431497617819293,2.8480358684358048e-05,1,envelope
0.1456116003392152,2.8480358684358048e-05,1,envelope
0.1481157767181414,2.8480358684358048e-05,1,envelope
0.1506630190294667,2.8480358684358048e-05,1,envelope
0.1532540679057401,2.8480358684358048e-05,1,envelope
0.1558896767166441,2.8480358684358048e-05,1,envelope
0.158570611788045,3.511191734215135e-05,1,envelope
0.1612976526248084,3.511191734215135e-05,1,envelope
0.1640715921374453,3.511191734215135e-05,1,envelope
0.1668932368726605,3.511191734215135e-05,1,envelope
0.16976340724786,3.511191734215135e-05,1,envelope
0.1726829377896968,3.511191734215135e-05,1,envelope
0.1756526773767157,3.511191734215135e-05,1,envelope
0.1786734894861711,4.328761281083062e-05,1,envelope
0.1817462524450924,4.328761281083062e-05,1,envelope
0.1848718596856629,4.328761281083062e-05,1,envelope
0.188051220004995,4.328761281083062e-05,1,envelope
0.1912852578293697,4.328761281083062e-05,1,envelope
0.1945749134830207,4.328761281083062e-05,1,envelope
0.1979211434615437,4.328761281083062e-05,1,envelope
0.2013249207100033,4.328761281083062e-05,1,envelope
0.2047872349058274,4.328761281083062e-05,1,envelope
0.2083090927465634,5.336699231206312e-05,1,envelope
0.2118915182425831,5.336699231206312e-05,1,envelope
0.215535553014825,5.336699231206312e-05,1,envelope
0.2192422565976514,5.336699231206312e-05,1,envelope
0.2230127067469202,5.336699231206312e-05,1,envelope
0.22684799975335,5.336699231206312e-05,1,envelope
0.230749250761275,5.336699231206312e-05,1,envelope
0.2347175940928858,6.579332246575683e-05,1,envelope
0.2387541835780398,6.579332246575683e-05,1,envelope
0.2428601928897502,6.579332246575683e-05,1,envelope
0.2470368158854402,6.579332246575683e-05,1,envelope
0.2512852669540656,6.579332246575683e-05,1,envelope
0.2556067813692126,6.579332246575683e-05,1,envelope
0.26000261564826,6.579332246575683e-05,1,envelope
0.2644740479177258,6.579332246575683e-05,1,envelope
0.2690223782848923,6.579332246575683e-05,1,envelope
0.2736489292158217,8.111308307896872e-05,1,envelope
0.2783550459198777,8.111308307896872e-05,1,envelope
0.2831420967408532,8.111308307896872e-05,1,envelope
0.2880114735548312,8.111308307896872e-05,1,envelope
0.2929645921748833,8.111308307896872e-05,1,envelope
0.2980028927627275,8.111308307896872e-05,1,envelope
0.3031278402474722,8.111308307896872e-05,1,envelope
0.3083409247515515,8.111308307896872e-05,1,envelope
0.3136436620239957,0.0001,1,envelope
0.3190375938811466,0.0001,1,envelope
0.3245242886549514,0.0001,1,envelope
0.3301053416489738,0.0001,1,envelope
0.3357823756022364,0.0001,1,envelope
0.3415570411610518,0.0001,1,envelope
0.3474310173589563,0.0001,1,envelope
0.3534060121049085,0.0001,1,envelope
0.3594837626798762,0.0001,1,envelope
0.3656660362419635,0.0001232846739442,1,envelope
0.3719546303402326,0.0001232846739442,1,envelope
0.3783513734373503,0.0001232846739442,1,envelope
0.3848581254412346,0.0001232846739442,1,envelope
0.3914767782458369,0.0001232846739442,1,envelope
0.3982092562812234,0.0001232846739442,1,envelope
0.4050575170731259,0.0001232846739442,1,envelope
0.4120235518121022,0.0001519911082952,1,envelope
0.4191093859324978,0.0001519911082952,1,envelope
0.426317079701356,0.0001519911082952,1,envelope
0.4336487288174554,0.0001519911082952,1,envelope
0.4411064650206582,0.0001519911082952,1,envelope
0.4486924567117251,0.0001519911082952,1,envelope
0.4564089095828027,0.0001519911082952,1,envelope
0.4642580672587446,0.0001519911082952,1,envelope
0.4722422119494616,0.000187381742286,1,envelope
0.4803636651135007,0.000187381742286,1,envelope
0.4886247881330212,0.000187381742286,1,envelope
0.4970279830003938,0.000187381742286,1,envelope
0.5055756930165973,0.000187381742286,1,envelope
0.5142704035016266,0.000187381742286,1,envelope
0.5231146425171276,0.000187381742286,1,envelope
0.5321109816014449,0.000187381742286,1,envelope
0.5412620365173255,0.0002310129700083,1,envelope
0.5505704680124718,0.0002310129700083,1,envelope
0.5600389825931725,0.0002310129700083,1,envelope
0.5696703333112513,0.0002310129700083,1,envelope
0.5794673205645305,0.0002310129700083,1,envelope
0.5894327929110795,0.0002310129700083,1,envelope
0.5995696478974534,0.0002310129700083,1,envelope
0.6098808329011758,0.0002310129700083,1,envelope
0.6203693459877232,0.0002310129700083,1,envelope
0.6310382367822281,0.0002848035868435,1,envelope
0.6418906073561922,0.0002848035868435,1,envelope
0.6529296131294369,0.0002848035868435,1,envelope
0.6641584637875643,0.0002848035868435,1,envelope
0.6755804242152105,0.0002848035868435,1,envelope
0.6871988154453278,0.0002848035868435,1,envelope
0.6990170156248131,0.0002848035868435,1,envelope
0.7110384609967293,0.0002848035868435,1,envelope
0.7232666468994174,0.0003511191734215,1,envelope
0.735705128782807,0.0003511191734215,1,envelope
0.7483575232421816,0.0003511191734215,1,envelope
0.7612275090697455,0.0003511191734215,1,envelope
0.774318828324259,0.0003511191734215,1,envelope
0.7876352874190706,0.0003511191734215,1,envelope
0.801180758228874,0.0003511191734215,1,envelope
0.8149591792154772,0.0003511191734215,1,envelope
0.8289745565729544,0.0004328761281083,1,envelope
0.8432309653924773,0.0004328761281083,1,envelope
0.8577325508471773,0.0004328761281083,1,envelope
0.8724835293974018,0.0004328761281083,1,envelope
0.8874881900166732,0.0004328761281083,1,envelope
0.902750895438756,0.0004328761281083,1,envelope
0.9182760834261542,0.0004328761281083,1,envelope
0.934068268060424,0.0004328761281083,1,envelope
0.9501320410546936,0.0004328761281083,1,envelope
0.9664720730887282,0.0005336699231206,1,envelope
0.9830931151669868,0.0005336699231206,1,envelope
1.0,0.0005336699231206,1,envelope
2e-05,10000.0,1,Chiaverini2003
2.114133507884709e-05,8949.425809764445,1,Chiaverini2003
2.234780244580448e-05,8009.222232447832,1,Chiaverini2003
2.362311898913155e-05,7167.794016320784,1,Chiaverini2003
2.497121370783528e-05,6414.764076873639,1,Chiaverini2003
2.6396239816142265e-05,5740.8455193122745,1,Chiaverini2003
2.790258753873338e-05,5137.7271060404055,1,Chiaverini2003
2.949489763616128e-05,4597.97075663244,1,Chiaverini2003
3.117807570211903e-05,4114.919816194852,1,Chiaverini2003
3.2957307276607956e-05,3682.616960816536,1,Chiaverini2003
3.483807382156464e-05,3295.730727660796,1,Chiaverini2003
3.6826169608165446e-05,2949.489763616128,1,Chiaverini2003
3.892771956783404e-05,2639.6239816142215,1,Chiaverini2003
4.1149198161948515e-05,2362.31189891316,1,Chiaverini2003
4.349744932838162e-05,2114.1335078847083,1,Chiaverini2003
4.59797075663244e-05,1892.028098075126,1,Chiaverini2003
4.860362022435325e-05,1693.2565093713065,1,Chiaverini2003
5.137727106040395e-05,1515.3673507519288,1,Chiaverini2003
5.430920514623767e-05,1356.1667680093688,1,Chiaverini2003
5.740845519312286e-05,1213.6913875967875,1,Chiaverini2003
6.068456937983936e-05,1086.1841029247555,1,Chiaverini2003
6.414764076873639e-05,972.072404487065,1,Chiaverini2003
6.780833840046841e-05,869.9489865676325,1,Chiaverini2003
7.167794016320785e-05,778.5543913566794,1,Chiaverini2003
7.576836753759629e-05,696.7614764312942,1,Chiaverini2003
8.009222232447817e-05,623.5615140423807,1,Chiaverini2003
8.466282546856551e-05,558.0517507746677,1,Chiaverini2003
8.949425809764446e-05,499.42427415670664,1,Chiaverini2003
9.46014049037563e-05,446.9560489160905,1,Chiaverini2003
0.0001,400.00000000000006,1,Chiaverini2003
4.0000000000000014e-08,311845135166.2943,1,envelope
4.068790573638151e-08,207461095097.3548,1,envelope
4.1387641830316766e-08,207461095097.3548,1,envelope
4.2099411736076224e-08,207461095097.3548,1,envelope
4.282342240686464e-08,207461095097.3548,1,envelope
4.35598843549939e-08,207461095097.3548,1,envelope
4.430901171309178e-08,207461095097.3548,1,envelope
4.5071022296362654e-08,207461095097.3548,1,envelope
4.5846137665918814e-08,207461095097.3548,1,envelope
4.663458319320195e-08,138017564250.41516,1,envelope
4.7436588125511057e-08,138017564250.41516,1,envelope
4.82523856526587e-08,138017564250.41516,1,envelope
4.9082212974772706e-08,138017564250.41516,1,envelope
4.9926311371263835e-08,138017564250.41516,1,envelope
5.0784926270980475e-08,138017564250.41516,1,envelope
5.1658307323568446e-08,138017564250.41516,1,envelope
5.254670847205948e-08,138017564250.41516,1,envelope
5.3450388026707e-08,91818892755.18608,1,envelope
5.4369608740091726e-08,91818892755.18608,1,envelope
5.5304637883520014e-08,91818892755.18608,1,envelope
5.625574732473439e-08,91818892755.18608,1,envelope
5.7223213606962225e-08,91818892755.18608,1,envelope
5.8207318029322674e-08,91818892755.18608,1,envelope
5.9208346728616525e-08,91818892755.18608,1,envelope
6.022659076252367e-08,91818892755.18608,1,envelope
6.126234619422969e-08,61084320047.06241,1,envelope
6.231591417850968e-08,61084320047.06241,1,envelope
6.338760104929117e-08,61084320047.06241,1,envelope
6.447771840872291e-08,61084320047.06241,1,envelope
6.558658321777683e-08,61084320047.06241,1,envelope
6.671451788840612e-08,61084320047.06241,1,envelope
6.78618503772903e-08,61084320047.06241,1,envelope
6.902891428119033e-08,61084320047.06241,1,envelope
7.021604893394578e-08,40637542488.784,1,envelope
7.142359950513856e-08,40637542488.784,1,envelope
7.265191710045355e-08,40637542488.784,1,envelope
7.390135886376645e-08,40637542488.784,1,envelope
7.517228808098591e-08,40637542488.784,1,envelope
7.646507428568173e-08,40637542488.784,1,envelope
7.778009336653088e-08,40637542488.784,1,envelope
7.9117727676609e-08,40637542488.784,1,envelope
8.04783661445644e-08,27034922517.847233,1,envelope
8.18624043877008e-08,27034922517.847233,1,envelope
8.327024482700787e-08,27034922517.847233,1,envelope
8.47022968041678e-08,27034922517.847233,1,envelope
8.61589767005747e-08,27034922517.847233,1,envelope
8.7640708058402e-08,27034922517.847233,1,envelope
8.914792170374978e-08,27034922517.847233,1,envelope
9.068105587191224e-08,27034922517.847233,1,envelope
9.224055633479797e-08,17985512675.815186,1,envelope
9.382687653054116e-08,17985512675.815186,1,envelope
9.544047769534432e-08,17985512675.815186,1,envelope
9.708182899758476e-08,17985512675.815186,1,envelope
9.875140767423096e-08,17985512675.815186,1,envelope
1.0044969916960245e-07,17985512675.815186,1,envelope
1.021771972765166e-07,17985512675.815186,1,envelope
1.039344042798643e-07,17985512675.815186,1,envelope
1.0572183110265213e-07,11965215213.706087,1,envelope
1.0753999745455889e-07,11965215213.706087,1,envelope
1.093894319830452e-07,11965215213.706087,1,envelope
1.1127067242706148e-07,11965215213.706087,1,envelope
1.1318426577340177e-07,11965215213.706087,1,envelope
1.1513076841574309e-07,11965215213.706087,1,envelope
1.171107463164231e-07,11965215213.706087,1,envelope
1.1912477517099797e-07,11965215213.706087,1,envelope
1.2117344057563017e-07,7960094198.638889,1,envelope
1.2325733819735686e-07,7960094198.638889,1,envelope
1.253770739472838e-07,7960094198.638889,1,envelope
1.275332641567604e-07,7960094198.638889,1,envelope
1.29726535756583e-07,7960094198.638889,1,envelope
1.3195752645927934e-07,7960094198.638889,1,envelope
1.3422688494453094e-07,7960094198.638889,1,envelope
1.3653527104778e-07,7960094198.638889,1,envelope
1.3888335595208425e-07,5295608856.1300955,1,envelope
1.4127182238326837e-07,5295608856.1300955,1,envelope
1.4370136480843137e-07,5295608856.1300955,1,envelope
1.4617268963787092e-07,5295608856.1300955,1,envelope
1.4868651543047604e-07,5295608856.1300955,1,envelope
1.5124357310265638e-07,5295608856.1300955,1,envelope
1.538446061408602e-07,5295608856.1300955,1,envelope
1.5649037081775148e-07,5295608856.1300955,1,envelope
1.5918163641210178e-07,3523007700.3257957,1,envelope
1.619191854324638e-07,3523007700.3257957,1,envelope
1.647038138446941e-07,3523007700.3257957,1,envelope
1.6753633130338633e-07,3523007700.3257957,1,envelope
1.7041756138728414e-07,3523007700.3257957,1,envelope
1.7334834183874597e-07,3523007700.3257957,1,envelope
1.7632952480732337e-07,3523007700.3257957,1,envelope
1.793619770975333e-07,2343750000.0000024,1,envelope
1.824465804208863e-07,2343750000.0000024,1,envelope
1.8558423165225425e-07,2343750000.0000024,1,envelope
1.887758430906431e-07,2343750000.0000024,1,envelope
1.920223427244508e-07,2343750000.0000024,1,envelope
1.953246745012899e-07,2343750000.0000024,1,envelope
1.986837986024475e-07,2343750000.0000024,1,envelope
2.021006917220648e-07,2343750000.0000024,1,envelope
2.0557634735112213e-07,2300292737.5069103,1,envelope
2.09111776066302e-07,2300292737.5069103,1,envelope
2.1270800582382577e-07,2300292737.5069103,1,envelope
2.1636608225833777e-07,2300292737.5069103,1,envelope
2.200870689869353e-07,2300292737.5069103,1,envelope
2.238720479184234e-07,2300292737.5069103,1,envelope
2.2772211956788738e-07,2300292737.5069103,1,envelope
2.3163840337668003e-07,2300292737.5069103,1,envelope
2.356220380379072e-07,1559225675.831475,1,envelope
2.3967418182751164e-07,1559225675.831475,1,envelope
2.4379601294105433e-07,1559225675.831475,1,envelope
2.479887298362816e-07,1559225675.831475,1,envelope
2.522535515815906e-07,1559225675.831475,1,envelope
2.565917182104802e-07,1559225675.831475,1,envelope
2.610044910821046e-07,1559225675.831475,1,envelope
2.654931532480231e-07,1559225675.831475,1,envelope
2.700590098252563e-07,1530314879.2531047,1,envelope
2.747033883757644e-07,1530314879.2531047,1,envelope
2.794276392924425e-07,1530314879.2531047,1,envelope
2.842331361917628e-07,1530314879.2531047,1,envelope
2.8912127631316386e-07,1530314879.2531047,1,envelope
2.940934809253081e-07,1530314879.2531047,1,envelope
2.991511957393317e-07,1530314879.2531047,1,envelope
3.042958913291936e-07,1530314879.2531047,1,envelope
3.095290635592604e-07,1037305475.4867694,1,envelope
3.148522340192413e-07,1037305475.4867694,1,envelope
3.202669504666005e-07,1037305475.4867694,1,envelope
3.257747872765858e-07,1037305475.4867694,1,envelope
3.313773458999865e-07,1037305475.4867694,1,envelope
3.370762553287734e-07,1037305475.4867694,1,envelope
3.428731725697407e-07,1037305475.4867694,1,envelope
3.4876978312629184e-07,1037305475.4867694,1,envelope
3.547678014885203e-07,1018072000.784376,1,envelope
3.6086897163170547e-07,1018072000.784376,1,envelope
3.670750675233941e-07,1018072000.784376,1,envelope
3.733878936391941e-07,1018072000.784376,1,envelope
3.798092854874393e-07,1018072000.784376,1,envelope
3.8634111014288435e-07,780000000.0,1,envelope
3.929852667895666e-07,780000000.0,1,envelope
3.9974368727301633e-07,780000000.0,1,envelope
4.066183366619514e-07,677292374.813064,1,envelope
4.13611213819643e-07,582000000.0,1,envelope
4.207243519851e-07,582000000.0,1,envelope
4.279598193642486e-07,582000000.0,1,envelope
4.35319719731285e-07,582000000.0,1,envelope
4.428061930403644e-07,582000000.0,1,envelope
4.504214160478074e-07,441000000.0,1,envelope
4.581676029450175e-07,441000000.0,1,envelope
4.660470060022685e-07,441000000.0,1,envelope
4.740619162235791e-07,441000000.0,1,envelope
4.822146640128343e-07,342000000.0,1,envelope
4.905076198513771e-07,342000000.0,1,envelope
4.98943194987243e-07,270000000.0,1,envelope
5.075238421362491e-07,270000000.0,1,envelope
5.162520561951467e-07,270000000.0,1,envelope
5.251303749670324e-07,270000000.0,1,envelope
5.341613798992323e-07,216000000.0,1,envelope
5.433476968338868e-07,216000000.0,1,envelope
5.526919967714296e-07,216000000.0,1,envelope
5.621969966472111e-07,175000000.0,1,envelope
5.718654601214628e-07,175000000.0,1,envelope
5.817001983828629e-07,175000000.0,1,envelope
5.917040709659098e-07,140000000.0,1,envelope
6.018799865823533e-07,140000000.0,1,envelope
6.122309039669339e-07,140000000.0,1,envelope
6.227598327376572e-07,140000000.0,1,envelope
6.334698342708628e-07,140000000.0,1,envelope
6.443640225913533e-07,140000000.0,1,envelope
6.554455652778145e-07,140000000.0,1,envelope
6.667176843838266e-07,140000000.0,1,envelope
6.781836573746923e-07,140000000.0,1,envelope
6.898468180803982e-07,140000000.0,1,envelope
7.017105576649505e-07,132668236.64398172,1,envelope
7.1377832561238e-07,82000000.0,1,envelope
7.260536307297186e-07,82000000.0,1,envelope
7.385400421672099e-07,82000000.0,1,envelope
7.512411904560664e-07,82000000.0,1,envelope
7.64160768564088e-07,82000000.0,1,envelope
7.773025329694112e-07,82000000.0,1,envelope
7.906703047527512e-07,82000000.0,1,envelope
8.042679707083994e-07,82000000.0,1,envelope
8.180994844743548e-07,82000000.0,1,envelope
8.32168867681873e-07,51200000.0,1,envelope
8.464802111247845e-07,51200000.0,1,envelope
8.610376759489387e-07,51200000.0,1,envelope
8.758454948620873e-07,51200000.0,1,envelope
8.909079733645773e-07,51200000.0,1,envelope
9.062294910012152e-07,51200000.0,1,envelope
9.218145026346608e-07,51200000.0,1,envelope
9.376675397407136e-07,51200000.0,1,envelope
9.53793211725873e-07,51200000.0,1,envelope
9.70196207267572e-07,51200000.0,1,envelope
9.868812956774477e-07,51200000.0,1,envelope
1.0038533282880508e-06,29800000.0,1,envelope
1.0211172398634283e-06,29800000.0,1,envelope
1.0386780500339308e-06,29800000.0,1,envelope
1.0565408647557304e-06,29800000.0,1,envelope
1.0747108777954038e-06,29800000.0,1,envelope
1.0931933722400803e-06,29800000.0,1,envelope
1.1119937220335374e-06,29800000.0,1,envelope
1.1311173935387146e-06,29800000.0,1,envelope
1.1505699471271189e-06,29800000.0,1,envelope
1.170357038795544e-06,29800000.0,1,envelope
1.190484421810592e-06,17500000.0,1,envelope
1.2109579483815026e-06,17500000.0,1,envelope
1.231783571361713e-06,17500000.0,1,envelope
1.252967345979721e-06,17500000.0,1,envelope
1.274515431599675e-06,17500000.0,1,envelope
1.296434093512279e-06,17500000.0,1,envelope
1.318729704756473e-06,17500000.0,1,envelope
1.3414087479724396e-06,17500000.0,1,envelope
1.364477817286504e-06,17500000.0,1,envelope
1.3879436202284242e-06,17288424.5914462,1,envelope
1.4118129796816552e-06,17288424.5914462,1,envelope
1.43609283586718e-06,17288424.5914462,1,envelope
1.4607902483614157e-06,17288424.5914462,1,envelope
1.485912398148868e-06,8960000.0,1,envelope
1.511466589710043e-06,8960000.0,1,envelope
1.5374602531453062e-06,8960000.0,1,envelope
1.5639009463352398e-06,8960000.0,1,envelope
1.5907963571381516e-06,8960000.0,1,envelope
1.6181543056254048e-06,8960000.0,1,envelope
1.6459827463551618e-06,8960000.0,1,envelope
1.6742897706852293e-06,8960000.0,1,envelope
1.7030836091257137e-06,8960000.0,1,envelope
1.732372633732086e-06,8960000.0,1,envelope
1.7621653605394556e-06,8960000.0,1,envelope
1.7924704520386524e-06,5040000.0,1,envelope
1.8232967196949457e-06,5040000.0,1,envelope
1.8546531265100428e-06,5040000.0,1,envelope
1.8865487896281464e-06,5040000.0,1,envelope
1.918992982986866e-06,5040000.0,1,envelope
1.951995140013683e-06,5040000.0,1,envelope
1.9855648563687885e-06,5040000.0,1,envelope
2.019711892735133e-06,5040000.0,1,envelope
2.054446177656394e-06,5040000.0,1,envelope
2.0897778104238206e-06,3040000.0,1,envelope
2.1257170640126537e-06,3040000.0,1,envelope
2.1622743880691123e-06,3040000.0,1,envelope
2.1994604119487056e-06,3040000.0,1,envelope
2.237285947806794e-06,3040000.0,1,envelope
2.2757619937423443e-06,3040000.0,1,envelope
2.3148997369957084e-06,3040000.0,1,envelope
2.354710557201398e-06,1960000.0,1,envelope
2.395206029696821e-06,1960000.0,1,envelope
2.436397928887921e-06,1960000.0,1,envelope
2.4782982316726764e-06,1960000.0,1,envelope
2.5209191209234707e-06,1960000.0,1,envelope
2.5642729890293975e-06,1960000.0,1,envelope
2.6083724414994396e-06,1960000.0,1,envelope
2.6532303006276117e-06,1960000.0,1,envelope
2.6988596092211857e-06,1960000.0,1,envelope
2.7452736343929814e-06,1960000.0,1,envelope
2.792485871418883e-06,1960000.0,1,envelope
2.8405100476617164e-06,1960000.0,1,envelope
2.8893601265626114e-06,1960000.0,1,envelope
2.9390503117009776e-06,896000.0,1,envelope
2.989595050924301e-06,896000.0,1,envelope
3.0410090405490154e-06,896000.0,1,envelope
3.0933072296335637e-06,896000.0,1,envelope
3.1465048243249464e-06,896000.0,1,envelope
3.2006172922800832e-06,112000.00000000007,1,envelope
3.2556603671631156e-06,112000.00000000007,1,envelope
3.311650053220158e-06,112000.00000000007,1,envelope
3.3686026299326145e-06,97628.78080163425,1,envelope
3.426534656750626e-06,97628.78080163425,1,envelope
3.4854629779078526e-06,97628.78080163425,1,envelope
3.545404727319057e-06,97628.78080163425,1,envelope
3.606377333561979e-06,85101.59679297858,1,envelope
3.668398524944824e-06,85101.59679297858,1,envelope
3.731486334660899e-06,74181.83159973894,1,envelope
3.795659106031967e-06,74181.83159973894,1,envelope
3.86093549784167e-06,74181.83159973894,1,envelope
3.9273344897607835e-06,64663.23014923801,1,envelope
3.994875387865668e-06,64663.23014923801,1,envelope
4.06357783025172e-06,56366.002876478735,1,envelope
4.1334617927433e-06,56366.002876478735,1,envelope
4.204547594701847e-06,56366.002876478735,1,envelope
4.276855904933959e-06,49133.42981689307,1,envelope
4.350407747700996e-06,49133.42981689307,1,envelope
4.4252245088320565e-06,42828.90044308868,1,envelope
4.501327941942088e-06,42828.90044308868,1,envelope
4.5787401747570045e-06,42828.90044308868,1,envelope
4.657483715547409e-06,37333.333333333416,1,envelope
4.737581459673121e-06,37333.333333333416,1,envelope
4.819056696240217e-06,37333.333333333416,1,envelope
4.90193311487251e-06,32542.926933878138,1,envelope
4.986234812599491e-06,32542.926933878138,1,envelope
5.071986300862799e-06,32542.926933878138,1,envelope
5.159212512643108e-06,28367.19893099274,1,envelope
5.24793880970958e-06,28367.19893099274,1,envelope
5.3381909899940374e-06,24727.277199913035,1,envelope
5.429995295091962e-06,24727.277199913035,1,envelope
5.523378417892432e-06,24727.277199913035,1,envelope
5.618367510339281e-06,21554.41004974604,1,envelope
5.714990191325827e-06,21554.41004974604,1,envelope
5.813274554725266e-06,21554.41004974604,1,envelope
5.913249177559169e-06,18788.66762549282,1,envelope
6.014943128306574e-06,18788.66762549282,1,envelope
6.118385975355851e-06,18788.66762549282,1,envelope
6.2236077956019495e-06,16377.809938964388,1,envelope
6.33063918319153e-06,16377.809938964388,1,envelope
6.4395112584185045e-06,14276.300147696247,1,envelope
6.550255676772501e-06,14276.300147696247,1,envelope
6.6629046381429346e-06,14276.300147696247,1,envelope
6.777490896181471e-06,12444.444444444418,1,envelope
6.894047767825401e-06,12444.444444444418,1,envelope
7.012609142984781e-06,12444.444444444418,1,envelope
7.133209494396296e-06,10847.642311292728,1,envelope
7.255883887646466e-06,10847.642311292728,1,envelope
7.380667991367235e-06,9455.732976997597,1,envelope
7.507598087606956e-06,9455.732976997597,1,envelope
7.636711082379747e-06,8242.425733304306,1,envelope
7.768044516396194e-06,8242.425733304306,1,envelope
7.901636575978588e-06,8242.425733304306,1,envelope
8.037526104164027e-06,7184.803349915353,1,envelope
8.175752611998307e-06,7184.803349915353,1,envelope
8.316356290024049e-06,7184.803349915353,1,envelope
8.459378019966549e-06,6262.889208497619,1,envelope
8.60485938662043e-06,6262.889208497619,1,envelope
8.752842689940758e-06,6262.889208497619,1,envelope
8.903370957342138e-06,5459.2699796547695,1,envelope
9.05648795620934e-06,5459.2699796547695,1,envelope
9.21223820662302e-06,5459.2699796547695,1,envelope
9.37066699430424e-06,4758.766715898757,1,envelope
9.531820383781808e-06,4758.766715898757,1,envelope
9.69574523178587e-06,4758.766715898757,1,envelope
9.862489200871869e-06,4148.148148148146,1,envelope
1.0032100773278856e-05,4148.148148148146,1,envelope
1.0204629265026274e-05,4148.148148148146,1,envelope
1.0380124840252748e-05,4148.148148148146,1,envelope
1.05586385258019e-05,4148.148148148146,1,envelope
1.0740222226058844e-05,4148.148148148146,1,envelope
1.0924928738041816e-05,4148.148148148146,1,envelope
1.111281176675327e-05,4148.148148148146,1,envelope
1.1303925940795206e-05,4148.148148148146,1,envelope
1.1498326828252849e-05,4148.148148148146,1,envelope
1.1696070952851482e-05,4148.148148148146,1,envelope
1.1897215810391248e-05,4148.148148148146,1,envelope
1.2101819885464694e-05,4148.148148148146,1,envelope
1.2309942668461392e-05,4148.148148148146,1,envelope
